date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-07-14,RN,,state,40767,1479,False,3506853,24,1162.49526,0.0363
2020-07-14,RO,,state,27528,663,False,1777225,11,1548.93162,0.0241
2020-07-14,RR,,state,23681,403,False,605761,14,3909.29756,0.017
2020-07-14,RS,,state,40993,1060,False,11377239,43,360.3071,0.0259
2020-07-14,SC,,state,46050,534,False,7164788,42,642.72662,0.0116
2020-07-14,SE,,state,39167,1033,False,2298696,28,1703.87907,0.0264
2020-07-14,SP,,state,386607,18324,False,45919049,35,841.93163,0.0474
2020-07-14,TO,,state,16031,271,False,1572866,17,1019.22224,0.0169
2020-07-13,AC,,state,16260,430,False,881935,12,1843.67329,0.0264
2020-07-13,AL,,state,46296,1297,False,3337357,27,1387.2055,0.028
2020-07-13,AM,,state,84412,3048,False,4144597,13,2036.6757,0.0361
2020-07-13,AP,,state,31552,478,False,845731,16,3730.73708,0.0151
2020-07-13,BA,,state,106891,2535,False,14873064,29,718.6885,0.0237
2020-07-13,CE,,state,137234,6975,False,9132078,23,1502.76859,0.0508
2020-07-13,DF,,state,72284,930,False,3015268,53,2397.26618,0.0129
2020-07-13,ES,,state,63881,2040,False,4018650,32,1589.61343,0.0319
2020-07-13,GO,,state,37333,880,False,7018354,52,531.93384,0.0236
2020-07-13,MA,,state,99830,2501,False,7075181,21,1410.98864,0.0251
2020-07-13,MG,,state,76822,1615,False,21168791,31,362.90216,0.021
2020-07-13,MS,,state,13934,177,False,2778986,50,501.40591,0.0127
2020-07-13,MT,,state,29279,1105,False,3484466,51,840.27223,0.0377
2020-07-13,PA,,state,128570,5318,False,8602865,15,1494.50212,0.0414
2020-07-13,PB,,state,61108,1302,False,4018127,25,1520.80808,0.0213
2020-07-13,PE,,state,72901,5652,False,9557071,26,762.79647,0.0775
2020-07-13,PI,,state,34156,992,False,3273227,22,1043.49622,0.029
2020-07-13,PR,,state,43582,1089,False,11433957,41,381.16288,0.025
2020-07-13,RJ,,state,132044,11474,False,17264943,33,764.80994,0.0869
2020-07-13,RN,,state,40455,1449,False,3506853,24,1153.5984,0.0358
2020-07-13,RO,,state,27050,647,False,1777225,11,1522.03576,0.0239
2020-07-13,RR,,state,22968,398,False,605761,14,3791.59437,0.0173
2020-07-13,RS,,state,39656,995,False,11377239,43,348.55557,0.0251
2020-07-13,SC,,state,43815,517,False,7164788,42,611.5324,0.0118
2020-07-13,SE,,state,38221,1012,False,2298696,28,1662.7253,0.0265
2020-07-13,SP,,state,374607,17907,False,45919049,35,815.79869,0.0478
2020-07-13,TO,,state,15723,267,False,1572866,17,999.64015,0.017
2020-07-12,AC,,state,16190,426,False,881935,12,1835.73619,0.0263
2020-07-12,AL,,state,45330,1281,False,3337357,27,1358.26044,0.0283
2020-07-12,AM,,state,83526,3039,False,4144597,13,2015.29847,0.0364
2020-07-12,AP,,state,31364,474,False,845731,16,3708.50779,0.0151
2020-07-12,BA,,state,105763,2483,False,14873064,29,711.10432,0.0235
2020-07-12,CE,,state,136790,6869,False,9132078,23,1497.90661,0.0502
2020-07-12,DF,,state,70712,902,False,3015268,53,2345.13151,0.0128
2020-07-12,ES,,state,62873,2010,False,4018650,32,1564.53038,0.032
2020-07-12,GO,,state,36556,851,False,7018354,52,520.86287,0.0233
2020-07-12,MA,,state,98952,2463,False,7075181,21,1398.57906,0.0249
2020-07-12,MG,,state,75851,1576,False,21168791,31,358.31522,0.0208
2020-07-12,MS,,state,13461,167,False,2778986,50,484.38531,0.0124
2020-07-12,MT,,state,28791,1077,False,3484466,51,826.26721,0.0374
2020-07-12,PA,,state,126509,5293,False,8602865,15,1470.54499,0.0418
2020-07-12,PB,,state,60784,1284,False,4018127,25,1512.74462,0.0211
2020-07-12,PE,,state,72470,5595,False,9557071,26,758.28672,0.0772
2020-07-12,PI,,state,33359,960,False,3273227,22,1019.14716,0.0288
2020-07-12,PR,,state,42537,1045,False,11433957,41,372.02344,0.0246
2020-07-12,RJ,,state,129684,11415,False,17264943,33,751.14062,0.088
2020-07-12,RN,,state,39908,1410,False,3506853,24,1138.00037,0.0353
2020-07-12,RO,,state,26728,628,False,1777225,11,1503.91762,0.0235
2020-07-12,RR,,state,22627,397,False,605761,14,3735.30155,0.0175
2020-07-12,RS,,state,39240,962,False,11377239,43,344.89914,0.0245
2020-07-12,SC,,state,43031,497,False,7164788,42,600.59,0.0115
2020-07-12,SE,,state,37631,984,False,2298696,28,1637.05858,0.0261
2020-07-12,SP,,state,371997,17848,False,45919049,35,810.11477,0.048
2020-07-12,TO,,state,15307,259,False,1572866,17,973.19161,0.0169
2020-07-11,AC,,state,16080,419,False,881935,12,1823.26362,0.0261
2020-07-11,AL,,state,44633,1264,False,3337357,27,1337.37565,0.0283
2020-07-11,AM,,state,83230,3023,False,4144597,13,2008.15664,0.0363
2020-07-11,AP,,state,31279,473,False,845731,16,3698.45731,0.0151
2020-07-11,BA,,state,104188,2436,False,14873064,29,700.5147,0.0234
2020-07-11,CE,,state,136001,6867,False,9132078,23,1489.26674,0.0505
2020-07-11,DF,,state,68406,871,False,3015268,53,2268.65406,0.0127
2020-07-11,ES,,state,62393,1995,False,4018650,32,1552.58607,0.032
2020-07-11,GO,,state,36273,847,False,7018354,52,516.83058,0.0234
2020-07-11,MA,,state,98398,2426,False,7075181,21,1390.74887,0.0247
2020-07-11,MG,,state,73813,1550,False,21168791,31,348.68784,0.021
2020-07-11,MS,,state,13197,161,False,2778986,50,474.88544,0.0122
2020-07-11,MT,,state,27636,1029,False,3484466,51,793.12009,0.0372
2020-07-11,PA,,state,125714,5289,False,8602865,15,1461.30388,0.0421
2020-07-11,PB,,state,60421,1250,False,4018127,25,1503.71056,0.0207
2020-07-11,PE,,state,71370,5556,False,9557071,26,746.77692,0.0778
2020-07-11,PI,,state,32963,936,False,3273227,22,1007.04901,0.0284
2020-07-11,PR,,state,40797,1016,False,11433957,41,356.80561,0.0249
2020-07-11,RJ,,state,129675,11406,False,17264943,33,751.08849,0.088
2020-07-11,RN,,state,39421,1394,False,3506853,24,1124.11327,0.0354
2020-07-11,RO,,state,26496,617,False,1777225,11,1490.86357,0.0233
2020-07-11,RR,,state,22225,396,False,605761,14,3668.93874,0.0178
2020-07-11,RS,,state,38720,943,False,11377239,43,340.32862,0.0244
2020-07-11,SC,,state,42026,485,False,7164788,42,586.56306,0.0115
2020-07-11,SE,,state,36046,954,False,2298696,28,1568.10644,0.0265
2020-07-11,SP,,state,366890,17702,False,45919049,35,798.99303,0.0482
2020-07-11,TO,,state,15132,255,False,1572866,17,962.06543,0.0169
2020-07-10,AC,,state,15768,417,False,881935,12,1787.88686,0.0264
2020-07-10,AL,,state,43959,1246,False,3337357,27,1317.18003,0.0283
2020-07-10,AM,,state,82507,3008,False,4144597,13,1990.71225,0.0365
2020-07-10,AP,,state,31080,470,False,845731,16,3674.92737,0.0151
2020-07-10,BA,,state,101186,2383,False,14873064,29,680.33056,0.0236
2020-07-10,CE,,state,134610,6842,False,9132078,23,1474.03472,0.0508
2020-07-10,DF,,state,67297,856,False,3015268,53,2231.87458,0.0127
2020-07-10,ES,,state,61361,1967,False,4018650,32,1526.9058,0.0321
2020-07-10,GO,,state,35706,835,False,7018354,52,508.75177,0.0234
2020-07-10,MA,,state,96718,2392,False,7075181,21,1367.0039,0.0247
2020-07-10,MG,,state,70086,1504,False,21168791,31,331.08173,0.0215
2020-07-10,MS,,state,12969,153,False,2778986,50,466.68101,0.0118
2020-07-10,MT,,state,27636,1026,False,3484466,51,793.12009,0.0371
2020-07-10,PA,,state,124934,5274,False,8602865,15,1452.23713,0.0422
2020-07-10,PB,,state,59118,1229,False,4018127,25,1471.28252,0.0208
2020-07-10,PE,,state,70100,5482,False,9557071,26,733.48833,0.0782
2020-07-10,PI,,state,32465,914,False,3273227,22,991.83466,0.0282
2020-07-10,PR,,state,39512,978,False,11433957,41,345.56716,0.0248
2020-07-10,RJ,,state,129443,11280,False,17264943,33,749.74473,0.0871
2020-07-10,RN,,state,38704,1386,False,3506853,24,1103.66759,0.0358
2020-07-10,RO,,state,26000,606,False,1777225,11,1462.95489,0.0233
2020-07-10,RR,,state,21849,396,False,605761,14,3606.86806,0.0181
2020-07-10,RS,,state,37490,919,False,11377239,43,329.51756,0.0245
2020-07-10,SC,,state,40106,459,False,7164788,42,559.76534,0.0114
2020-07-10,SE,,state,34713,931,False,2298696,28,1510.11704,0.0268
2020-07-10,SP,,state,359110,17442,False,45919049,35,782.05017,0.0486
2020-07-10,TO,,state,14939,251,False,1572866,17,949.79483,0.0168
2020-07-09,AC,,state,15465,411,False,881935,12,1753.53059,0.0266
2020-07-09,AL,,state,43191,1230,False,3337357,27,1294.16781,0.0285
2020-07-09,AM,,state,81318,2985,False,4144597,13,1962.02429,0.0367
2020-07-09,AP,,state,30763,467,False,845731,16,3637.445,0.0152
2020-07-09,BA,,state,98319,2328,False,14873064,29,661.0541,0.0237
2020-07-09,CE,,state,131324,6774,False,9132078,23,1438.05167,0.0516
2020-07-09,DF,,state,65677,823,False,3015268,53,2178.14801,0.0125
2020-07-09,ES,,state,60009,1929,False,4018650,32,1493.26266,0.0321
2020-07-09,GO,,state,34627,795,False,7018354,52,493.37779,0.023
2020-07-09,MA,,state,95323,2357,False,7075181,21,1347.28709,0.0247
2020-07-09,MG,,state,66864,1445,False,21168791,31,315.86121,0.0216
2020-07-09,MS,,state,12261,146,False,2778986,50,441.20409,0.0119
2020-07-09,MT,,state,26396,961,False,3484466,51,757.53358,0.0364
2020-07-09,PA,,state,122674,5224,False,8602865,15,1425.96681,0.0426
2020-07-09,PB,,state,57614,1196,False,4018127,25,1433.85214,0.0208
2020-07-09,PE,,state,68767,5409,False,9557071,26,719.54054,0.0787
2020-07-09,PI,,state,31269,896,False,3273227,22,955.2958,0.0287
2020-07-09,PR,,state,37424,931,False,11433957,41,327.30576,0.0249
2020-07-09,RJ,,state,128324,11115,False,17264943,33,743.26339,0.0866
2020-07-09,RN,,state,38342,1362,False,3506853,24,1093.34494,0.0355
2020-07-09,RO,,state,25402,589,False,1777225,11,1429.30693,0.0232
2020-07-09,RR,,state,21220,393,False,605761,14,3503.03172,0.0185
2020-07-09,RS,,state,36434,870,False,11377239,43,320.23587,0.0239
2020-07-09,SC,,state,38408,447,False,7164788,42,536.06611,0.0116
2020-07-09,SE,,state,33416,901,False,2298696,28,1453.69375,0.027
2020-07-09,SP,,state,349715,17118,False,45919049,35,761.59025,0.0489
2020-07-09,TO,,state,14509,245,False,1572866,17,922.4562,0.0169
2020-07-08,AC,,state,15167,404,False,881935,12,1719.74125,0.0266
2020-07-08,AL,,state,42322,1213,False,3337357,27,1268.12924,0.0287
2020-07-08,AM,,state,80082,2967,False,4144597,13,1932.20233,0.037
2020-07-08,AP,,state,30524,462,False,845731,16,3609.18543,0.0151
2020-07-08,BA,,state,95536,2277,False,14873064,29,642.34243,0.0238
2020-07-08,CE,,state,129598,6678,False,9132078,23,1419.15126,0.0515
2020-07-08,DF,,state,64314,801,False,3015268,53,2132.94473,0.0125
2020-07-08,ES,,state,58841,1912,False,4018650,32,1464.19818,0.0325
2020-07-08,GO,,state,33367,748,False,7018354,52,475.42486,0.0224
2020-07-08,MA,,state,92939,2324,False,7075181,21,1313.59184,0.025
2020-07-08,MG,,state,64035,1355,False,21168791,31,302.4972,0.0212
2020-07-08,MS,,state,11671,136,False,2778986,50,419.97333,0.0117
2020-07-08,MT,,state,24804,921,False,3484466,51,711.84509,0.0371
2020-07-08,PA,,state,120731,5196,False,8602865,15,1403.38132,0.043
2020-07-08,PB,,state,56344,1171,False,4018127,25,1402.24537,0.0208
2020-07-08,PE,,state,67604,5323,False,9557071,26,707.37154,0.0787
2020-07-08,PI,,state,29745,884,False,3273227,22,908.73624,0.0297
2020-07-08,PR,,state,35715,895,False,11433957,41,312.35905,0.0251
2020-07-08,RJ,,state,126329,10970,False,17264943,33,731.70818,0.0868
2020-07-08,RN,,state,37137,1351,False,3506853,24,1058.98365,0.0364
2020-07-08,RO,,state,25067,585,False,1777225,11,1410.45731,0.0233
2020-07-08,RR,,state,20154,393,False,605761,14,3327.05473,0.0195
2020-07-08,RS,,state,35557,825,False,11377239,43,312.52749,0.0232
2020-07-08,SC,,state,36810,432,False,7164788,42,513.76258,0.0117
2020-07-08,SE,,state,32490,875,False,2298696,28,1413.41004,0.0269
2020-07-08,SP,,state,341365,16788,False,45919049,35,743.40608,0.0492
2020-07-08,TO,,state,13845,240,False,1572866,17,880.24027,0.0173
2020-07-07,AC,,state,14941,399,False,881935,12,1694.11578,0.0267
2020-07-07,AL,,state,41524,1192,False,3337357,27,1244.2181,0.0287
2020-07-07,AM,,state,79167,2952,False,4144597,13,1910.1254,0.0373
2020-07-07,AP,,state,30294,455,False,845731,16,3581.99002,0.015
2020-07-07,BA,,state,91954,2216,False,14873064,29,618.25862,0.0241
2020-07-07,CE,,state,126142,6563,False,9132078,23,1381.30664,0.052
2020-07-07,DF,,state,62694,767,False,3015268,53,2079.21817,0.0122
2020-07-07,ES,,state,56703,1879,False,4018650,32,1410.99623,0.0331
2020-07-07,GO,,state,32001,726,False,7018354,52,455.96161,0.0227
2020-07-07,MA,,state,92088,2286,False,7075181,21,1301.56388,0.0248
2020-07-07,MG,,state,60897,1282,False,21168791,31,287.67349,0.0211
2020-07-07,MS,,state,11063,134,False,2778986,50,398.09484,0.0121
2020-07-07,MT,,state,23506,896,False,3484466,51,674.59404,0.0381
2020-07-07,PA,,state,118744,5169,False,8602865,15,1380.28436,0.0435
2020-07-07,PB,,state,54802,1145,False,4018127,25,1363.86929,0.0209
2020-07-07,PE,,state,66151,5234,False,9557071,26,692.16813,0.0791
2020-07-07,PI,,state,28411,858,False,3273227,22,867.98135,0.0302
2020-07-07,PR,,state,34308,851,False,11433957,41,300.0536,0.0248
2020-07-07,RJ,,state,124086,10881,False,17264943,33,718.71653,0.0877
2020-07-07,RN,,state,36587,1332,False,3506853,24,1043.30008,0.0364
2020-07-07,RO,,state,24563,577,False,1777225,11,1382.0985,0.0235
2020-07-07,RR,,state,19284,386,False,605761,14,3183.43373,0.02
2020-07-07,RS,,state,33800,793,False,11377239,43,297.08438,0.0235
2020-07-07,SC,,state,35343,420,False,7164788,42,493.28745,0.0119
2020-07-07,SE,,state,31640,851,False,2298696,28,1376.43255,0.0269
2020-07-07,SP,,state,332708,16475,False,45919049,35,724.55333,0.0495
2020-07-07,TO,,state,13440,233,False,1572866,17,854.4911,0.0173
2020-07-06,AC,,state,14688,394,False,881935,12,1665.42886,0.0268
2020-07-06,AL,,state,40569,1172,False,3337357,27,1215.60265,0.0289
2020-07-06,AM,,state,76427,2938,False,4144597,13,1844.01523,0.0384
2020-07-06,AP,,state,30004,449,False,845731,16,3547.70016,0.015
2020-07-06,BA,,state,88279,2168,False,14873064,29,593.54952,0.0246
2020-07-06,CE,,state,123394,6504,False,9132078,23,1351.21492,0.0527
2020-07-06,DF,,state,60383,726,False,3015268,53,2002.5749,0.012
2020-07-06,ES,,state,54547,1836,False,4018650,32,1357.34637,0.0337
2020-07-06,GO,,state,30187,654,False,7018354,52,430.1151,0.0217
2020-07-06,MA,,state,90251,2250,False,7075181,21,1275.59988,0.0249
2020-07-06,MG,,state,59626,1230,False,21168791,31,281.66937,0.0206
2020-07-06,MS,,state,10687,128,False,2778986,50,384.56473,0.012
2020-07-06,MT,,state,22078,857,False,3484466,51,633.61215,0.0388
2020-07-06,PA,,state,116152,5128,False,8602865,15,1350.15486,0.0441
2020-07-06,PB,,state,53151,1118,False,4018127,25,1322.78049,0.021
2020-07-06,PE,,state,65642,5163,False,9557071,26,686.84223,0.0787
2020-07-06,PI,,state,27514,834,False,3273227,22,840.5772,0.0303
2020-07-06,PR,,state,32769,820,False,11433957,41,286.5937,0.025
2020-07-06,RJ,,state,121879,10698,False,17264943,33,705.93341,0.0878
2020-07-06,RN,,state,35897,1297,False,3506853,24,1023.62432,0.0361
2020-07-06,RO,,state,23920,558,False,1777225,11,1345.9185,0.0233
2020-07-06,RR,,state,19088,376,False,605761,14,3151.07774,0.0197
2020-07-06,RS,,state,32401,759,False,11377239,43,284.7879,0.0234
2020-07-06,SC,,state,33822,406,False,7164788,42,472.05863,0.012
2020-07-06,SE,,state,30718,826,False,2298696,28,1336.32285,0.0269
2020-07-06,SP,,state,323070,16134,False,45919049,35,703.56422,0.0499
2020-07-06,TO,,state,13004,228,False,1572866,17,826.771,0.0175
2020-07-05,AC,,state,14622,391,False,881935,12,1657.94531,0.0267
2020-07-05,AL,,state,39935,1153,False,3337357,27,1196.60558,0.0289
2020-07-05,AM,,state,76014,2929,False,4144597,13,1834.05045,0.0385
2020-07-05,AP,,state,29883,442,False,845731,16,3533.39301,0.0148
2020-07-05,BA,,state,87048,2107,False,14873064,29,585.27281,0.0242
2020-07-05,CE,,state,121986,6439,False,9132078,23,1335.79674,0.0528
2020-07-05,DF,,state,57854,699,False,3015268,53,1918.70175,0.0121
2020-07-05,ES,,state,53393,1803,False,4018650,32,1328.63026,0.0338
2020-07-05,GO,,state,28526,621,False,7018354,52,406.44858,0.0218
2020-07-05,MA,,state,89714,2219,False,7075181,21,1268.00996,0.0247
2020-07-05,MG,,state,58283,1201,False,21168791,31,275.32512,0.0206
2020-07-05,MS,,state,10253,122,False,2778986,50,368.94752,0.0119
2020-07-05,MT,,state,21081,821,False,3484466,51,604.99945,0.0389
2020-07-05,PA,,state,114535,5105,False,8602865,15,1331.3588,0.0446
2020-07-05,PB,,state,52728,1099,False,4018127,25,1312.2532,0.0208
2020-07-05,PE,,state,65129,5143,False,9557071,26,681.47448,0.079
2020-07-05,PI,,state,26511,809,False,3273227,22,809.93466,0.0305
2020-07-05,PR,,state,31459,795,False,11433957,41,275.1366,0.0253
2020-07-05,RJ,,state,121292,10667,False,17264943,33,702.53345,0.0879
2020-07-05,RN,,state,35056,1254,False,3506853,24,999.6427,0.0358
2020-07-05,RO,,state,23479,555,False,1777225,11,1321.10453,0.0236
2020-07-05,RR,,state,18948,371,False,605761,14,3127.96631,0.0196
2020-07-05,RS,,state,31955,727,False,11377239,43,280.86779,0.0228
2020-07-05,SC,,state,32969,393,False,7164788,42,460.15318,0.0119
2020-07-05,SE,,state,30217,798,False,2298696,28,1314.52789,0.0264
2020-07-05,SP,,state,320179,16078,False,45919049,35,697.26836,0.0502
2020-07-05,TO,,state,12640,224,False,1572866,17,803.62854,0.0177
2020-07-04,AC,,state,14487,391,False,881935,12,1642.63806,0.027
2020-07-04,AL,,state,39255,1134,False,3337357,27,1176.23017,0.0289
2020-07-04,AM,,state,75502,2918,False,4144597,13,1821.69702,0.0386
2020-07-04,AP,,state,29809,441,False,845731,16,3524.64318,0.0148
2020-07-04,BA,,state,85485,2050,False,14873064,29,574.76388,0.024
2020-07-04,CE,,state,121464,6441,False,9132078,23,1330.08062,0.053
2020-07-04,DF,,state,55760,671,False,3015268,53,1849.25519,0.012
2020-07-04,ES,,state,52824,1781,False,4018650,32,1314.47128,0.0337
2020-07-04,GO,,state,28526,621,False,7018354,52,406.44858,0.0218
2020-07-04,MA,,state,89057,2185,False,7075181,21,1258.72398,0.0245
2020-07-04,MG,,state,55958,1183,False,21168791,31,264.34197,0.0211
2020-07-04,MS,,state,10089,117,False,2778986,50,363.04609,0.0116
2020-07-04,MT,,state,20333,786,False,3484466,51,583.53274,0.0387
2020-07-04,PA,,state,113811,5096,False,8602865,15,1322.943,0.0448
2020-07-04,PB,,state,52306,1082,False,4018127,25,1301.75079,0.0207
2020-07-04,PE,,state,63457,5116,False,9557071,26,663.97958,0.0806
2020-07-04,PI,,state,26079,784,False,3273227,22,796.73668,0.0301
2020-07-04,PR,,state,30570,763,False,11433957,41,267.36151,0.025
2020-07-04,RJ,,state,120428,10624,False,17264943,33,697.52909,0.0882
2020-07-04,RN,,state,34645,1213,False,3506853,24,987.92279,0.035
2020-07-04,RO,,state,22957,548,False,1777225,11,1291.7329,0.0239
2020-07-04,RR,,state,18922,368,False,605761,14,3123.67419,0.0194
2020-07-04,RS,,state,31619,715,False,11377239,43,277.91453,0.0226
2020-07-04,SC,,state,31931,383,False,7164788,42,445.66566,0.012
2020-07-04,SE,,state,29761,783,False,2298696,28,1294.69055,0.0263
2020-07-04,SP,,state,312530,15996,False,45919049,35,680.61079,0.0512
2020-07-04,TO,,state,12476,220,False,1572866,17,793.20171,0.0176
2020-07-03,AC,,state,14112,387,False,881935,12,1600.11792,0.0274
2020-07-03,AL,,state,38404,1113,False,3337357,27,1150.73095,0.029
2020-07-03,AM,,state,74537,2887,False,4144597,13,1798.41369,0.0387
2020-07-03,AP,,state,29574,438,False,845731,16,3496.85657,0.0148
2020-07-03,BA,,state,82314,2001,False,14873064,29,553.44346,0.0243
2020-07-03,CE,,state,118311,6373,False,9132078,23,1295.55398,0.0539
2020-07-03,DF,,state,53996,643,False,3015268,53,1790.75293,0.0119
2020-07-03,ES,,state,51689,1758,False,4018650,32,1286.22796,0.034
2020-07-03,GO,,state,27502,602,False,7018354,52,391.85826,0.0219
2020-07-03,MA,,state,88214,2153,False,7075181,21,1246.80909,0.0244
2020-07-03,MG,,state,53351,1110,False,21168791,31,252.02667,0.0208
2020-07-03,MS,,state,9910,114,False,2778986,50,356.60489,0.0115
2020-07-03,MT,,state,19540,741,False,3484466,51,560.77459,0.0379
2020-07-03,PA,,state,112531,5069,False,8602865,15,1308.06423,0.045
2020-07-03,PB,,state,50765,1062,False,4018127,25,1263.39959,0.0209
2020-07-03,PE,,state,62362,5068,False,9557071,26,652.5221,0.0813
2020-07-03,PI,,state,25561,762,False,3273227,22,780.91131,0.0298
2020-07-03,PR,,state,28166,727,False,11433957,41,246.33642,0.0258
2020-07-03,RJ,,state,118956,10500,False,17264943,33,689.00314,0.0883
2020-07-03,RN,,state,34322,1205,False,3506853,24,978.71225,0.0351
2020-07-03,RO,,state,22241,533,False,1777225,11,1251.44537,0.024
2020-07-03,RR,,state,18769,364,False,605761,14,3098.4167,0.0194
2020-07-03,RS,,state,30371,690,False,11377239,43,266.94526,0.0227
2020-07-03,SC,,state,30261,376,False,7164788,42,422.35723,0.0124
2020-07-03,SE,,state,28186,764,False,2298696,28,1226.17345,0.0271
2020-07-03,SP,,state,310517,15694,False,45919049,35,676.22698,0.0505
2020-07-03,TO,,state,12282,215,False,1572866,17,780.86754,0.0175
2020-07-02,AC,,state,14048,378,False,881935,12,1592.86115,0.0269
2020-07-02,AL,,state,37328,1091,False,3337357,27,1118.48987,0.0292
2020-07-02,AM,,state,73530,2862,False,4144597,13,1774.117,0.0389
2020-07-02,AP,,state,29153,427,False,845731,16,3447.07714,0.0146
2020-07-02,BA,,state,79349,1947,False,14873064,29,533.50809,0.0245
2020-07-02,CE,,state,116519,6307,False,9132078,23,1275.93085,0.0541
2020-07-02,DF,,state,52281,631,False,3015268,53,1733.87573,0.0121
2020-07-02,ES,,state,50242,1727,False,4018650,32,1250.22085,0.0344
2020-07-02,GO,,state,26318,572,False,7018354,52,374.98821,0.0217
2020-07-02,MA,,state,86025,2119,False,7075181,21,1215.86995,0.0246
2020-07-02,MG,,state,50707,1059,False,21168791,31,239.53659,0.0209
2020-07-02,MS,,state,9388,107,False,2778986,50,337.82106,0.0114
2020-07-02,MT,,state,18356,706,False,3484466,51,526.79521,0.0385
2020-07-02,PA,,state,110411,5050,False,8602865,15,1283.42128,0.0457
2020-07-02,PB,,state,49536,1044,False,4018127,25,1232.8132,0.0211
2020-07-02,PE,,state,61119,4968,False,9557071,26,639.51602,0.0813
2020-07-02,PI,,state,24376,726,False,3273227,22,744.70851,0.0298
2020-07-02,PR,,state,26304,706,False,11433957,41,230.05159,0.0268
2020-07-02,RJ,,state,116823,10332,False,17264943,33,676.64863,0.0884
2020-07-02,RN,,state,33487,1177,False,3506853,24,954.90173,0.0351
2020-07-02,RO,,state,21970,530,False,1777225,11,1236.19688,0.0241
2020-07-02,RR,,state,18323,358,False,605761,14,3024.79031,0.0195
2020-07-02,RS,,state,29195,663,False,11377239,43,256.60883,0.0227
2020-07-02,SC,,state,28575,362,False,7164788,42,398.82548,0.0127
2020-07-02,SE,,state,26612,725,False,2298696,28,1157.69984,0.0272
2020-07-02,SP,,state,302179,15351,False,45919049,35,658.06894,0.0508
2020-07-02,TO,,state,11736,211,False,1572866,17,746.15384,0.018
2020-07-01,AC,,state,13715,370,False,881935,12,1555.10327,0.027
2020-07-01,AL,,state,36819,1072,False,3337357,27,1103.23828,0.0291
2020-07-01,AM,,state,72284,2843,False,4144597,13,1744.05376,0.0393
2020-07-01,AP,,state,28927,420,False,845731,16,3420.3547,0.0145
2020-07-01,BA,,state,76485,1902,False,14873064,29,514.2518,0.0249
2020-07-01,CE,,state,114038,6203,False,9132078,23,1248.76288,0.0544
2020-07-01,DF,,state,50676,620,False,3015268,53,1680.64663,0.0122
2020-07-01,ES,,state,48821,1692,False,4018650,32,1214.86071,0.0347
2020-07-01,GO,,state,26145,521,False,7018354,52,372.52324,0.0199
2020-07-01,MA,,state,83256,2081,False,7075181,21,1176.73315,0.025
2020-07-01,MG,,state,47584,1007,False,21168791,31,224.78374,0.0212
2020-07-01,MS,,state,9062,91,False,2778986,50,326.09016,0.01
2020-07-01,MT,,state,17401,665,False,3484466,51,499.38785,0.0382
2020-07-01,PA,,state,108067,5004,False,8602865,15,1256.17454,0.0463
2020-07-01,PB,,state,48175,1002,False,4018127,25,1198.9417,0.0208
2020-07-01,PE,,state,59705,4894,False,9557071,26,624.72069,0.082
2020-07-01,PI,,state,23307,697,False,3273227,22,712.04961,0.0299
2020-07-01,PR,,state,24225,663,False,11433957,41,211.86891,0.0274
2020-07-01,RJ,,state,115278,10198,False,17264943,33,667.69986,0.0885
2020-07-01,RN,,state,32962,1108,False,3506853,24,939.93104,0.0336
2020-07-01,RO,,state,21523,523,False,1777225,11,1211.04531,0.0243
2020-07-01,RR,,state,17583,354,False,605761,14,2902.62992,0.0201
2020-07-01,RS,,state,28171,636,False,11377239,43,247.6084,0.0226
2020-07-01,SC,,state,27279,347,False,7164788,42,380.73702,0.0127
2020-07-01,SE,,state,26612,725,False,2298696,28,1157.69984,0.0272
2020-07-01,SP,,state,289935,15030,False,45919049,35,631.40463,0.0518
2020-07-01,TO,,state,11454,209,False,1572866,17,728.22478,0.0182
2020-06-30,AC,,state,13253,365,False,881935,12,1502.71845,0.0275
2020-06-30,AL,,state,35962,1052,False,3337357,27,1077.55928,0.0293
2020-06-30,AM,,state,70823,2823,False,4144597,13,1708.80305,0.0399
2020-06-30,AP,,state,28492,417,False,845731,16,3368.9199,0.0146
2020-06-30,BA,,state,73307,1853,False,14873064,29,492.88432,0.0253
2020-06-30,CE,,state,110483,6146,False,9132078,23,1209.83417,0.0556
2020-06-30,DF,,state,49218,587,False,3015268,53,1632.29272,0.0119
2020-06-30,ES,,state,46893,1647,False,4018650,32,1166.8844,0.0351
2020-06-30,GO,,state,24910,491,False,7018354,52,354.92653,0.0197
2020-06-30,MA,,state,80451,2048,False,7075181,21,1137.08752,0.0255
2020-06-30,MG,,state,45001,965,False,21168791,31,212.58181,0.0214
2020-06-30,MS,,state,8676,85,False,2778986,50,312.20021,0.0098
2020-06-30,MT,,state,16304,629,False,3484466,51,467.90527,0.0386
2020-06-30,PA,,state,105853,4960,False,8602865,15,1230.43893,0.0469
2020-06-30,PB,,state,46957,977,False,4018127,25,1168.62907,0.0208
2020-06-30,PE,,state,58858,4829,False,9557071,26,615.85814,0.082
2020-06-30,PI,,state,22059,686,False,3273227,22,673.9221,0.0311
2020-06-30,PR,,state,22877,649,False,11433957,41,200.07947,0.0284
2020-06-30,RJ,,state,112611,10080,False,17264943,33,652.25237,0.0895
